gstin,pan,name,director_name,registered_address,registered_date,declared_turnover
27HPOMS7561S7ZU,HPOMS7561S,Sant-Bhargava,Aahana Bobal,"31/71, Sharaf Zila, Nandyal 520399",2018-11-12,4357477.23
19HLMSU1132M1ZI,HLMSU1132M,Ramesh-Sarma,Kamala Chokshi,"H.No. 83, Shere, Agartala 151727",2021-02-27,4494126.13
19RBGIP3417X1ZW,RBGIP3417X,"Dara, Sagar and Pant",Bina Ahluwalia,"H.No. 636, Krishna Road, Bijapur-796343",2021-01-03,226860.42
32TMFDB1390K5ZK,TMFDB1390K,Natt Group,Ucchal Mander,"92/11, Bhasin, Gudivada 441999",2020-07-02,1853893.24
27FVDYH2916T5ZA,FVDYH2916T,Kapadia Group,Maanas Kibe,"745, Morar Circle, Madhyamgram 427783",2020-05-22,18388166.08
09PSPBP7542Q1ZB,PSPBP7542Q,Shankar Inc,Shravya Sagar,"60/72, Ahluwalia Ganj, New Delhi 857725",2017-09-28,8828995.25
07UTKHQ9128S6Z7,UTKHQ9128S,Bhasin LLC,Manbir Madan,"66/99, Aggarwal Nagar, Ranchi 882562",2024-11-28,3123530.40
33OHGND1476X1Z9,OHGND1476X,Sankaran Ltd,Rushil Sule,"H.No. 52, Mammen Nagar, Ahmednagar 570545",2016-08-20,13941452.96
19SWGJA6032X8ZN,SWGJA6032X,Srinivas Ltd,Widisha Narang,"569, Sem Path, Hospet-837807",2020-07-09,2094371.92
29RAXMB8572A9ZW,RAXMB8572A,Ganguly-Chander,Brinda Oak,"300, Kapur Nagar, Chapra-522257",2014-09-27,22416647.07
29FNZOV2794L5ZV,FNZOV2794L,Deshmukh Ltd,Chakradev Saini,"H.No. 223, Merchant Ganj, Bhimavaram 404806",2022-08-02,23806513.61
36OXUKA0058J6ZV,OXUKA0058J,Ben and Sons,Omya Chana,"02/919, Issac, Bhubaneswar 582013",2025-07-18,1168635.89
09NXGRA9335Z1Z5,NXGRA9335Z,"Hayre, Bala and Dube",Faqid Vig,"H.No. 529, Mand Ganj, Bidar-791301",2019-05-28,12434720.13
07IVGKZ9890I5ZD,IVGKZ9890I,"Cherian, Garde and Mohan",Zansi Ganesan,"58/82, Date Nagar, Pondicherry 456631",2017-09-16,18571425.60
36PGFTN0037Y9Z6,PGFTN0037Y,"Om, Srinivasan and Brahmbhatt",Ranbir Narang,"71/062, Lala Path, Nagercoil 049175",2022-07-08,9675351.20
07CCCQR5528D3ZT,CCCQR5528D,"Subramaniam, Bhakta and Chakraborty",Vanya Bandi,"H.No. 10, Sodhi Ganj, Ramagundam-585312",2026-01-06,3185501.32
07FCAUF0667M8Z9,FCAUF0667M,Lalla PLC,David Kapoor,"665, Lata Zila, Gwalior-804679",2024-09-05,3790140.51
29QTZTD5838N2ZV,QTZTD5838N,"Mahal, Solanki and Deep",Omisha Kulkarni,"85/96, Sood Path, Bhiwani-660494",2025-02-11,18588109.56
29TOOXF4162Z9ZU,TOOXF4162Z,Dhillon PLC,Amruta Bhat,"629, Seth Ganj, Korba 094428",2017-12-04,3138161.54
24TJXMB0634G7ZT,TJXMB0634G,Sant Group,Omisha Sangha,"H.No. 739, Behl Circle, Tirupati 533482",2019-06-18,1120656.40
24JQZUC4810Z4Z2,JQZUC4810Z,Bumb Inc,Amol Nagar,"16/92, Nagar Circle, Ahmedabad 114170",2020-08-03,6871782.32
27JICCQ0573K8Z2,JICCQ0573K,Bedi PLC,Charita Jani,"93/881, Kala Circle, Sikar-196078",2024-02-18,15244184.10
29UAAWO8826R2ZL,UAAWO8826R,Chand PLC,Yatin Maharaj,"45, Apte Marg, Adoni 348851",2022-05-12,19933663.65
09DSEGI2514M7ZJ,DSEGI2514M,"Mahajan, Sridhar and Ratta",Nirja Dayal,"902, Chokshi Circle, Hindupur 047165",2026-04-11,786194.57
07TANDM6671U6Z1,TANDM6671U,"Deshmukh, Bera and Radhakrishnan",Lucky Acharya,"56/748, Agarwal Street, Bhusawal-573217",2021-12-10,6318359.50
07PRXYO6195K6ZS,PRXYO6195K,Pal Group,Megha Mall,"H.No. 868, Deshpande Ganj, Loni-351670",2023-04-26,7912548.22
07JLUVN1050G8ZQ,JLUVN1050G,Pandya-Behl,Indrajit Sidhu,"H.No. 81, Kohli Ganj, Berhampore-841161",2021-03-06,18520957.24
27NMSIY0726Q3ZI,NMSIY0726Q,"Aurora, Batra and Choudhry",Simon Sathe,"31/89, Borah Marg, Parbhani 739081",2021-04-20,13346265.55
36GHYYL1556S5Z3,GHYYL1556S,"Bajwa, Badal and Saxena",Pranit Bhardwaj,"25/492, Biswas Nagar, Ulhasnagar 274233",2019-06-20,23887854.29
07ESPYP9171T3Z1,ESPYP9171T,Kohli-Acharya,Krishna Dora,"35/271, Ahluwalia Marg, Kurnool 790664",2020-10-07,17776747.12
36BGVNI8548G8ZX,BGVNI8548G,Sunder PLC,Utkarsh Badami,"H.No. 357, Sheth Ganj, Deoghar-037642",2018-04-13,13138194.01
27VRPNB7411S8ZE,VRPNB7411S,Jha-Mani,Sai Sibal,"93/21, Sem Path, Jammu-971684",2014-10-09,3364940.62
19YKFBG9946Y2Z0,YKFBG9946Y,Tara Ltd,Max Deshpande,"94/098, Karpe, Gopalpur 866958",2018-03-30,4624990.51
19OOILD5172P1ZQ,OOILD5172P,"Cheema, Shah and Garde",Gaurangi Swaminathan,"H.No. 65, Goyal Circle, Dehri 824713",2015-07-24,15231803.45
19ZUIZB4379N8Z3,ZUIZB4379N,Pau-Barad,Max Dugar,"H.No. 96, Oza Marg, Hyderabad 432930",2021-09-09,1260304.39
27TVSYE1190W1ZI,TVSYE1190W,"Bali, Mitter and Garde",Ikshita Bandi,"27/106, Bal Chowk, Siwan 899818",2020-06-06,6779426.90
29WXAQQ1274L8ZH,WXAQQ1274L,Bhat and Sons,Victor Oza,"01/66, Maharaj Street, Pudukkottai 271265",2021-02-23,10295339.12
07ODZUS4769X8ZP,ODZUS4769X,"Gala, Pall and Murthy",Dhruv Sachar,"H.No. 803, Wali Road, Mango 904971",2024-11-23,4012472.35
32PPFLH0509E7ZC,PPFLH0509E,Sunder-Chacko,Anjali Rattan,"933, Kibe Chowk, Thanjavur 602673",2024-02-26,2410018.25
32KRRXE5623N6ZU,KRRXE5623N,Sura PLC,Kashish Vasa,"54/704, Palan Marg, Shimoga-295733",2022-07-11,2291465.67
32IMHDK7054K6ZV,IMHDK7054K,Chanda Inc,Darika Gala,"H.No. 93, Bora Path, South Dumdum 768135",2025-05-11,14848069.30
27WPUOR4837Q7ZA,WPUOR4837Q,"Khare, Nagarajan and Tank",Prisha Ram,"688, Lal Chowk, Khandwa 322102",2026-02-06,29552377.82
33BABTH1975E3ZS,BABTH1975E,Mistry LLC,Watika Kar,"48, Deo Road, Ballia-021406",2021-08-09,17098628.31
07EGVHJ2954B3Z8,EGVHJ2954B,Kata LLC,Lucky Basu,"H.No. 72, Kadakia, Jaunpur 089456",2018-12-26,59127930.03
33VTCTZ9301A9Z7,VTCTZ9301A,Sachar PLC,Bhanumati Wason,"959, Sachdev Marg, Bokaro-699979",2023-02-15,35753662.89
06QYOAC5293I2Z3,QYOAC5293I,Dhingra-Ghose,Warjas Shere,"489, Chana Marg, Tezpur 781756",2020-06-03,1734224.67
29FXJXC8920P1ZW,FXJXC8920P,Wadhwa-Dayal,Oviya Bhavsar,"80/27, Goel Nagar, Kakinada 382333",2021-02-02,2633605.25
27KNMVG1597Y3ZK,KNMVG1597Y,"Kurian, Kanda and Dyal",Rajata Sekhon,"084, Khurana Circle, Sagar-264715",2026-03-14,24475545.39
24LOAJT1757B2Z2,LOAJT1757B,Ahluwalia Group,Raksha Basak,"H.No. 422, Rattan Path, Ambarnath 297538",2018-04-29,106465.70
07NJBLR5312H4Z9,NJBLR5312H,Jani LLC,Udyati Mane,"61/60, Yohannan Street, Madurai-944603",2018-06-04,1766516.66
32YYTEC1804M8ZH,YYTEC1804M,Bala PLC,Naveen Sandal,"563, Subramaniam Marg, Pune-982509",2016-05-10,2537107.51
24IXXRM7885T3ZC,IXXRM7885T,Johal Group,Wahab Sarkar,"225, D’Alia Zila, Kurnool-379296",2016-03-24,3401528.45
06JCESQ4401H4ZF,JCESQ4401H,Lad-Badal,Tanay Rai,"74/13, Rastogi Circle, Phagwara-903126",2020-04-29,5249208.12
32UQANO0866A9ZC,UQANO0866A,Dutta-Sarraf,Ojasvi Venkataraman,"01/77, Bedi Nagar, Arrah-406888",2023-11-30,1565983.29
27HJREF1020K7ZW,HJREF1020K,"Misra, Prabhakar and Mutti",Sudiksha Doctor,"H.No. 55, Tella Circle, Thrissur-669156",2025-08-04,1166312.89
32AICVC4170Z4ZD,AICVC4170Z,Vasa Group,Jagrati Sarraf,"437, Manne Zila, Shimoga-997995",2019-01-06,8890977.33
09CRGLY6901S8Z5,CRGLY6901S,"Swamy, Gala and Mallick",Girish Cheema,"H.No. 46, Char Ganj, Bathinda-429856",2019-09-05,36465355.88
27KNAQF9234Y5ZN,KNAQF9234Y,"Saxena, Shah and Prakash",Yagnesh Taneja,"H.No. 62, Guha Path, Vellore 957250",2014-10-05,605805.22
06MHXSA2815T2ZI,MHXSA2815T,Hayre Group,Ishanvi Warrior,"50, Bali Circle, Bangalore 621588",2017-11-25,3721546.24
06MXXOE0893X6ZX,MXXOE0893X,Dar-Mallick,Gaurang Radhakrishnan,"54/82, Kant Road, Rewa 141820",2015-08-09,5070003.00
27GNPKP3217D2ZV,GNPKP3217D,Sandal-Arora,Anthony Suri,"92, Manda Circle, New Delhi 407566",2023-04-17,9777525.66
06HLDVN7065B6ZF,HLDVN7065B,Kala Ltd,Kevin Vora,"H.No. 910, Malhotra Ganj, Tiruchirappalli-088147",2023-11-26,3762512.10
33HOBRJ1161V8ZZ,HOBRJ1161V,Chakraborty-Khurana,Tanveer Puri,"381, Bhagat Marg, Lucknow-776911",2026-05-26,23383549.43
07NRCAX4473T8Z1,NRCAX4473T,Walla and Sons,Vamakshi Vig,"91, Mammen Path, New Delhi 999680",2018-11-12,14300680.47
29EKIUT2015E4ZG,EKIUT2015E,"Gaba, Warrior and Saraf",Om Bains,"620, Loke Zila, Bhind 557406",2023-05-13,10447963.58
29KCUHK2716W8ZY,KCUHK2716W,Sant Inc,Abha Venkataraman,"H.No. 95, Raju Zila, Moradabad-935727",2026-03-06,1044010.33
09HHAXH2035W9ZU,HHAXH2035W,Sanghvi Group,Aditya Iyengar,"53/17, Raghavan Street, Malegaon 539660",2019-12-15,2466577.04
09JENSG4882O4Z5,JENSG4882O,Date-Dhillon,Yash Gara,"H.No. 477, Ramaswamy Zila, Karawal Nagar-479714",2018-07-05,22703930.00
29GCTPC6843P2Z9,GCTPC6843P,Singh and Sons,Samarth Saxena,"H.No. 71, Johal Street, Bidar 052617",2015-04-09,6378958.75
24UZUVS8931I6ZO,UZUVS8931I,"Ghose, Rai and Basu",Triveni Shah,"33, Kade Nagar, Parbhani 188198",2015-12-24,24971160.25
36KKPKE5658F8ZB,KKPKE5658F,"Devi, Soman and Mohan",Vasana Batta,"09/22, Gera Street, Bhalswa Jahangir Pur-362110",2022-08-20,453630.28
32EFJJL9665K4Z8,EFJJL9665K,Ray-Ramanathan,Omya Narasimhan,"13, Dayal Circle, Sasaram 063519",2026-01-10,616633.32
09JLBCF2710N5ZH,JLBCF2710N,"Saxena, Shetty and Sawhney",Samarth Sidhu,"05/03, Kar Ganj, Madhyamgram-014202",2024-11-09,17727754.03
24DBFYV4351G7Z5,DBFYV4351G,Sahni and Sons,Upasna Wadhwa,"H.No. 556, Mittal Ganj, Kollam 791136",2024-10-10,18636035.60
27PDZVF6525V7ZJ,PDZVF6525V,Salvi-Kapadia,Yug Brar,"14/959, Muni Street, Madhyamgram-242691",2015-05-21,6969640.29
24BGJQX0729A8Z6,BGJQX0729A,Edwin-Andra,Kevin Dass,"90/18, Chopra Ganj, Tiruvottiyur 376472",2018-10-03,29718718.02
33VTGUG7325P2ZU,VTGUG7325P,"Bava, Taneja and Iyengar",Chaitanya Kumar,"87/98, Dhingra Zila, Durgapur 674712",2023-06-30,16938224.37
32HQLVK4704M6ZA,HQLVK4704M,Maharaj Group,Priya Srinivas,"39/63, Varkey Circle, Darbhanga 372717",2022-02-24,20372196.58
24JFDII9351U9ZS,JFDII9351U,"Dutta, Ratta and Narayan",Forum Ravel,"H.No. 63, Mangal Marg, Muzaffarpur-882713",2025-04-30,8745063.31
33MXSJX3368Q3ZA,MXSJX3368Q,Rai-D’Alia,Yatin Malhotra,"H.No. 73, Edwin Zila, Delhi 817427",2022-03-20,14566481.35
27PHOVR2748I5ZB,PHOVR2748I,Krish-Chadha,Aishani Naidu,"52/728, Dalal Road, Junagadh-031909",2025-08-24,351903.45
19SATBK7293J7ZG,SATBK7293J,Prabhakar Group,Caleb Pathak,"31/81, Bumb Zila, Kochi-781497",2019-10-30,13703829.87
32OMFSL9662F7ZT,OMFSL9662F,Keer Group,Varsha Pandey,"28/23, Baral Zila, Firozabad-486350",2018-02-28,7837400.84
06FJVZR9618X6Z5,FJVZR9618X,Sheth-Bhattacharyya,Kashvi Varty,"32, Modi Street, Chittoor 351386",2021-01-31,7655165.92
33WNCDM9802P8ZI,WNCDM9802P,"Khatri, Jhaveri and Peri",Harish Roy,"H.No. 89, Ram, Bhiwandi 465907",2026-03-20,11756331.51
09GHWIU3206R5Z3,GHWIU3206R,Krish Ltd,Sanya Baria,"61/73, Ahluwalia, Dhule 443258",2018-03-05,1583363.70
29KFUAQ0572H3Z7,KFUAQ0572H,"Sanghvi, Kapoor and Bhatt",Yoshita Deep,"H.No. 099, Puri Circle, Bangalore-544045",2022-04-06,2158849.46
06VNEJF1750E4ZF,VNEJF1750E,Chokshi Group,Shravya Acharya,"38, Pradhan Zila, Sangli-Miraj & Kupwad 927603",2023-07-05,2573423.28
06AHUQO8076Q9ZO,AHUQO8076Q,"Bajaj, Srivastava and Chakraborty",Gaurika Sastry,"53/284, Nazareth Zila, Satara-375299",2024-05-11,2285241.23
27MAEEN4021R7ZX,MAEEN4021R,Prashad Ltd,Bakhshi Wagle,"567, Sahota Nagar, Hapur-700784",2023-02-19,1629805.82
27FKVLT5756D4ZW,FKVLT5756D,Lanka LLC,Chavvi Vala,"74, Dugar Road, Warangal-636613",2023-11-04,1466458.16
06OPSVU7370D7Z1,OPSVU7370D,Atwal Ltd,Chavvi Vala,"67, Chad, Tadepalligudem 284619",2023-12-26,2873832.17
29MHZVH1438Z7ZA,MHZVH1438Z,"Patla, Palan and Hora",Garima Aggarwal,"H.No. 41, Narula Road, Avadi-341991",2022-09-06,1731127.52
06TUKAG6778K4ZO,TUKAG6778K,Lata-Sekhon,Ekbal Agate,"86, Sarraf Circle, Gorakhpur 476006",2024-09-13,1652130.64
24NFIYM5073X9ZH,NFIYM5073X,Grover Inc,Warinder Chana,"86/452, Ghose Street, Siliguri-661708",2020-08-28,1829808.07
32GQYOV4866A8ZO,GQYOV4866A,Sarma LLC,Samaksh Hayre,"35/29, Ramaswamy Zila, Kharagpur-204312",2024-08-30,4628621.91
27UWJLZ7709C7ZI,UWJLZ7709C,Oak LLC,Rishi Basak,"H.No. 984, Venkataraman Nagar, Bijapur-944968",2021-02-02,3631785.42
09AMLYL2707K4ZU,AMLYL2707K,Vohra-Tak,Luke Balay,"32/236, Ben Path, Munger-952251",2023-10-28,4778712.67
06OOXVZ2627W6ZO,OOXVZ2627W,Khatri-Shukla,Aayush Lall,"16/262, Bose Chowk, Haridwar-332111",2022-01-27,1847009.59
33CZNEZ8065Y7ZD,CZNEZ8065Y,Bhardwaj-Sankar,Aayush Lall,"23/161, Kapur Ganj, South Dumdum-619472",2024-04-22,1402569.40
32HOKUJ7894D8Z2,HOKUJ7894D,Thakkar LLC,Advika Sabharwal,"H.No. 970, Oak Chowk, Sri Ganganagar-941328",2023-09-28,2474725.21
36WHMZR4442S3ZK,WHMZR4442S,Palla-Bava,Umang Ratta,"H.No. 16, Yohannan Ganj, Sangli-Miraj & Kupwad 366428",2022-03-01,1432130.14
36ZCCCD4974O2ZA,ZCCCD4974O,Rao-Devi,Atharv Venkataraman,"01, Khanna Ganj, Malegaon 403936",2020-10-26,2395715.89
36QQYQU9740L2ZK,QQYQU9740L,"Modi, Mitter and More",Urishilla Menon,"18/81, Nanda Street, Ratlam-368607",2021-12-23,2947644.41
19NQOJF3697J4ZY,NQOJF3697J,"Chana, Garde and Chauhan",Urishilla Menon,"19/060, Verma Road, Katihar 160355",2022-06-14,1581934.24
09RXRCT3605O6ZF,RXRCT3605O,Sodhi Group,Radha Narain,"06, Vasa Circle, Bhiwani 112770",2021-02-21,1661935.63
33HYWQW9737J5ZC,HYWQW9737J,"Rattan, Lall and Baria",Onveer Deshpande,"H.No. 43, Randhawa Chowk, Amravati 015040",2021-09-25,2078807.86
07JWQOX0177Y9ZX,JWQOX0177Y,Cheema-Garg,Urvashi Comar,"17/030, Narayanan Chowk, Ludhiana-558072",2024-03-01,1781595.80
27ZQNLT1825X6Z3,ZQNLT1825X,Mammen-Aurora,Teerth Mohan,"95/53, Deshpande Ganj, Vadodara 863250",2021-08-09,3508526.04
19ZEPUB4997V3ZE,ZEPUB4997V,Kade PLC,Balendra Palla,"309, Lanka Nagar, Ballia-361869",2023-07-15,2970595.65
06LJTGV4000W3ZW,LJTGV4000W,Mitra-Sarma,Yadavi Balan,"79/851, Agrawal Road, Mehsana-563831",2022-12-15,1908324.94
24QPZFP0576F3ZJ,QPZFP0576F,Sane Group,Arjun Wagle,"41/741, Batta Street, Kavali 446180",2022-01-28,2733590.19
36NTXZA0245A6ZM,NTXZA0245A,"Sinha, Soni and Bhatia",Abhiram Cherian,"46/244, Mane Street, Anand-145712",2023-06-15,2280612.28
27PJSUV8071Q1ZJ,PJSUV8071Q,Pillai-Ganesh,Lakshmi Singhal,"610, Oza Road, Orai-994730",2022-04-21,3378813.93
19JBJEQ3168S1ZF,JBJEQ3168S,"Bail, Ganguly and Tank",Bhanumati Brahmbhatt,"561, Dasgupta Road, Warangal-545944",2022-05-29,2787964.02
19TNPPR8445F7ZJ,TNPPR8445F,"Murthy, Sankar and Ranganathan",Gaurang Bains,"50, Jaggi Marg, Bulandshahr-945138",2024-09-04,6193726.36
27WLJGK1078W6ZI,WLJGK1078W,Sanghvi-Mutti,Nihal Chakraborty,"84/21, Raman Zila, Surendranagar Dudhrej 090729",2021-02-28,4981645.52
32AIUFV4441D9Z8,AIUFV4441D,Shere-Sood,Chavvi Prabhu,"83/72, Varghese, Hapur 427893",2024-01-26,5741624.94
36ERLEO7152P2ZE,ERLEO7152P,"Natarajan, Ramakrishnan and Tak",Simon Pai,"841, Aggarwal, Pali-154805",2023-05-26,3990911.36
24RLNHS1497Z5ZQ,RLNHS1497Z,"Dara, Andra and Dua",Aryan Wadhwa,"78/852, Thaker Street, Sirsa 062089",2024-08-27,4089789.57
33MQZOM0726C9ZN,MQZOM0726C,"Dani, Oza and Gaba",Chaitaly Lal,"69, Ben Circle, North Dumdum 841984",2020-12-12,5571437.40
33WIJHL5447R5ZS,WIJHL5447R,"Prashad, Nair and Goyal",Ishaan Nagy,"74/776, Ravi Ganj, Udaipur 744261",2020-10-28,4028082.99
29RJWEG3133Y1Z2,RJWEG3133Y,Kari-Krishnamurthy,Ucchal Kashyap,"296, Sibal Circle, Kolhapur 387343",2024-05-17,6238171.65
27OQXVK0497E5Z7,OQXVK0497E,"Venkatesh, Kapur and Sharma",Dipta Gulati,"H.No. 799, Shroff Marg, Kottayam-702349",2024-05-15,3567826.00
07HDWSE4131T2ZT,HDWSE4131T,Kara-Kant,Samar Behl,"H.No. 26, Bhatnagar, Begusarai-092225",2024-10-20,3756534.36
19EIWXH2432H9ZD,EIWXH2432H,"Viswanathan, Sodhi and Balay",Oeshi Krishna,"03, Lal Road, Danapur-920967",2025-03-07,1241831.93
24FQSBA8710L8Z1,FQSBA8710L,"Mandal, Chatterjee and Mutti",Diya Bhalla,"H.No. 79, Uppal Road, Korba 273589",2025-03-19,2349611.05
09DRQGH8911C6ZW,DRQGH8911C,Halder Ltd,Nidhi Sachdev,"H.No. 526, Mody, Hospet-632328",2024-07-26,3419360.45
