gstin,pan,name,director_name,registered_address,registered_date,declared_turnover
09ICBGQ0685I5ZT,ICBGQ0685I,"Narula, Bhavsar and Agate",Baljiwan Tank,"13/05, Chanda Marg, Ballia 772440",2025-07-01,453377.42
32KRNME6662U7ZG,KRNME6662U,"Shukla, Gala and Saran",Yochana Mistry,"H.No. 33, Shankar Ganj, Kumbakonam 665661",2025-08-11,10365512.92
09ZBWBM8578V6ZU,ZBWBM8578V,Nori Ltd,Dalaja Agrawal,"01/76, Mistry Marg, Ulhasnagar 831567",2018-09-02,71680678.06
19CMQIT5183T9ZU,CMQIT5183T,"Bali, Master and Nayak",Anika Grover,"83/130, Gour Marg, Gopalpur-252359",2022-03-17,3717901.34
19QLQGQ2532E7Z2,QLQGQ2532E,Morar-Tata,Yashawini Gulati,"00/21, Sha Ganj, Nagercoil-886246",2019-12-27,35203633.98
27IMDLL8847V8ZS,IMDLL8847V,Varkey PLC,Sachi Lata,"H.No. 68, Tara Nagar, Bharatpur 018674",2025-11-28,2188490.88
32LPQVH9585Z5Z0,LPQVH9585Z,"Doshi, Shanker and Banerjee",Vasudha Devan,"399, Batra Circle, Malegaon 348068",2024-12-13,7298254.65
07IHIOC8713E8ZN,IHIOC8713E,Chad-Rai,Jagvi Mall,"70/85, Iyer Street, Ujjain 824094",2016-04-06,20364423.99
27TZILH6929G4ZN,TZILH6929G,Parsa-Grover,Dayamai Soman,"61, Pathak Road, Imphal-741397",2015-08-07,9261194.96
06NPUYZ0199O3ZQ,NPUYZ0199O,"Rege, Dutta and Murty",Max Mallick,"H.No. 465, Wagle Marg, Bhilai-700894",2017-04-15,5360058.75
27AVHXG6804R4Z7,AVHXG6804R,Parsa-Lanka,Ekaraj Char,"H.No. 22, Raval Zila, Mau-675522",2020-10-20,3466660.09
19BVGWK7086S6Z9,BVGWK7086S,"Verma, Sachdev and Mani",Tanay Nigam,"H.No. 809, Sankaran Ganj, Kakinada 223381",2020-08-02,6267727.53
24KMIVJ8686V9ZO,KMIVJ8686V,Bandi-Raj,Karan Rajagopalan,"98/49, Kapur Ganj, Bareilly 915081",2026-01-14,5077106.31
09VPWSE5537W2Z0,VPWSE5537W,Nair and Sons,Tanvi Dewan,"07/98, Bali, Siwan-173455",2024-07-29,35431773.55
24OJGWG9976X2ZB,OJGWG9976X,"Karpe, Kamdar and Joshi",Azaan Kapoor,"46/51, Chakraborty Road, Silchar-896305",2015-04-21,22640652.45
09XRXZF7343R2ZD,XRXZF7343R,"Narayan, Krishnamurthy and Bora",Kiaan Sankar,"593, Rau Zila, Ichalkaranji-180733",2023-07-07,8997932.54
09IWOVN2020F3ZK,IWOVN2020F,Jaggi-Minhas,Amol Bhatnagar,"08, Pant Road, Buxar 541025",2021-11-09,10421615.40
29ZVHMB5624H3ZT,ZVHMB5624H,Balan-Sha,Hemal Chhabra,"71, Nagar Path, Warangal-894863",2017-05-13,40231075.43
33GUQQC4750Y8Z5,GUQQC4750Y,Krishnamurthy-Bail,Arunima Venkataraman,"622, Choudhry Nagar, Bhimavaram-001703",2015-03-06,22530251.93
36PIYYH9409T1Z9,PIYYH9409T,"Warrior, Bobal and Naik",Triya Sundaram,"356, Chaudhari Zila, Kollam-799719",2026-06-18,1819174.26
06FDZJZ1871X1ZP,FDZJZ1871X,"Bhagat, Singhal and Gara",Wriddhish Singh,"H.No. 796, Khare Zila, Kolkata-930313",2016-04-24,12951241.40
36LCLXV2521K3ZU,LCLXV2521K,Barad Group,Neelima Khosla,"96/40, Sidhu Street, Nangloi Jat-122829",2025-07-23,2448891.78
33DKOHF9808I3ZZ,DKOHF9808I,"Naik, Cherian and Uppal",Aarnav Bora,"89/99, Brahmbhatt Circle, Bongaigaon 760830",2022-12-07,2051034.42
24ADBPZ9331Y7Z1,ADBPZ9331Y,Tripathi Group,Jason Johal,"18/85, Chahal Zila, Salem-544442",2015-09-19,16067815.41
36SGHHT8031T6ZB,SGHHT8031T,Natt-Handa,Farhan Borde,"93/867, Kade Marg, Lucknow 026029",2024-01-19,953563.39
33NZNBC3282E6ZC,NZNBC3282E,Sathe-Kumer,Zayyan Mital,"H.No. 61, Savant Street, Bhalswa Jahangir Pur 430680",2016-07-06,484149.46
32YKCYT1305Z3ZM,YKCYT1305Z,Kashyap-Parikh,Aarav Khare,"21/05, Nazareth Marg, Rajkot 723808",2017-11-06,18488996.95
27WJBXO9266U2ZY,WJBXO9266U,Reddy PLC,Simon Kamdar,"46/129, Ganesan Chowk, Katni 540134",2015-05-21,1044974.08
24SORHP9066Z2ZO,SORHP9066Z,"Dhar, Boase and Bir",Daksha Brahmbhatt,"01/51, Chowdhury Street, Sasaram 721446",2016-06-21,1097144.63
27AJPTA1766T6ZD,AJPTA1766T,Ghose-Saxena,Triveni Oommen,"H.No. 631, Panchal Ganj, Alwar 311294",2023-07-07,5057485.90
29ONVRZ3130M6ZL,ONVRZ3130M,"Lall, Gole and Bath",Vasana Chatterjee,"H.No. 19, Kapoor, Amritsar 042558",2023-01-31,4077836.57
32KQZTG2680A5ZT,KQZTG2680A,"Goda, Devi and Pingle",Kamala Peri,"246, Kapur Nagar, Muzaffarnagar-537400",2023-12-27,1581163.64
09EYIVN1895O1ZO,EYIVN1895O,Purohit LLC,Baghyawati Balan,"11, Swamy Chowk, Machilipatnam-772367",2021-10-31,4458237.46
36VDRMO4829X3Z0,VDRMO4829X,Dani and Sons,Amaira Patel,"580, Upadhyay Zila, Karawal Nagar-996106",2021-07-02,783576.00
06SUIUY3480N6ZO,SUIUY3480N,"Bhalla, Khatri and Vig",Yashvi Mutti,"H.No. 747, Deep Chowk, Bidhannagar-134511",2020-07-30,29505407.60
24LEGQZ0248F6ZJ,LEGQZ0248F,"Soman, Subramaniam and Kurian",Yashodhara Apte,"08/379, Patla Street, Munger 052309",2014-12-21,16749603.52
32KOMDV4565M8ZD,KOMDV4565M,Bumb-Sengupta,Balendra Mangal,"459, Bhatti Ganj, Nagpur-057317",2019-11-07,3357191.43
27YRPVR6146L5ZI,YRPVR6146L,Vaidya-Swamy,Tarak Hans,"H.No. 74, Nagy Ganj, Vellore-560952",2020-09-17,2349656.70
24LIHCR1961J7Z7,LIHCR1961J,Acharya and Sons,Suhani Soman,"H.No. 38, Mahal Zila, Jalgaon-829502",2023-03-04,2435975.43
27ZKLFW2886V7ZL,ZKLFW2886V,Sami and Sons,Sneha Rege,"461, Sarin Nagar, Pune 142261",2021-11-29,16010691.45
36MGSXI2233Q3ZO,MGSXI2233Q,"Puri, Mital and Varghese",Sanaya Kohli,"83/61, Kulkarni, Bokaro-365841",2026-01-25,5029625.47
19YTTQI9334D1Z5,YTTQI9334D,"Bhandari, Sodhi and Kala",Aditya Saxena,"27/536, Johal Zila, Rewa-355675",2018-10-08,35048451.76
06OUYEO4807S2ZY,OUYEO4807S,Kapadia Ltd,Amaira Chowdhury,"96, Singh Zila, Thoothukudi 565270",2016-02-04,3617097.53
24HGRZG4980H6ZH,HGRZG4980H,"Dyal, Ramesh and Pingle",Brinda Jani,"H.No. 44, Bhattacharyya Street, Giridih-309868",2024-10-30,2721544.99
24QSNHV0585V8Z8,QSNHV0585V,Balakrishnan-Boase,Oscar Chada,"324, Bahl Ganj, Raipur-132751",2024-05-07,7673344.06
36GDMFJ3180O4ZC,GDMFJ3180O,"Palla, Nagarajan and Manne",Varenya Kuruvilla,"H.No. 424, Bhatnagar Zila, Firozabad 558723",2016-04-15,10800391.89
19XTXAC5360U3ZZ,XTXAC5360U,"Behl, Dube and Sami",Chakrika Badal,"H.No. 711, Doshi, Bidhannagar-391796",2018-01-30,27187229.85
19FWLNA7151E6Z5,FWLNA7151E,Arya and Sons,Hritik Shankar,"68/85, Balasubramanian Nagar, Nagpur-843793",2015-03-27,18223143.17
29GLIVA3486Y3ZR,GLIVA3486Y,Jayaraman LLC,Karan Dugar,"54, Mutti Marg, Pimpri-Chinchwad 140583",2020-11-03,4706932.94
33ZCOYB3981K1ZV,ZCOYB3981K,Gill Ltd,Triya Balan,"H.No. 885, Wadhwa Chowk, Aurangabad-196671",2018-11-15,758341.92
33EGOOS9719X8ZP,EGOOS9719X,Varghese-Kapadia,Eesha Sood,"75/90, Shah Zila, Alwar-082179",2015-06-27,19690979.66
06HZHAM9303D1Z2,HZHAM9303D,Mital Ltd,Harini Sarkar,"10, Mani Nagar, Bettiah 152896",2022-11-27,20732994.55
29USNIB2707Y3Z6,USNIB2707Y,Khatri and Sons,Pooja Nigam,"781, Lad Zila, Bhalswa Jahangir Pur 294763",2016-08-19,33249916.27
09MACAR1889T5Z3,MACAR1889T,"Dayal, Hari and Swaminathan",Yochana Nigam,"H.No. 87, Nagi Street, Malegaon-360039",2016-03-08,17403884.07
33QZOGD3619C2Z5,QZOGD3619C,Anne-Kumar,Baljiwan Narain,"H.No. 54, Pandit Path, Burhanpur-130693",2021-03-13,3048023.25
24TSKYG0110D8ZX,TSKYG0110D,"Ben, Garg and Dora",Zehaan Thaman,"42, Zacharia Ganj, Pimpri-Chinchwad 252808",2016-07-17,3106034.14
06XYZCA0026Z5ZI,XYZCA0026Z,Nori-Singhal,Tanish Oak,"H.No. 115, Bal Nagar, Uluberia 917037",2023-02-18,66076215.92
33MDFOF7954Z9ZL,MDFOF7954Z,"Ratti, Mukhopadhyay and Sood",Dayita Singhal,"45/919, Vasa, Karawal Nagar 603335",2020-07-10,19030425.19
33ZCRFD0565L9ZA,ZCRFD0565L,"Patil, Dash and Banerjee",Rachana Bajwa,"H.No. 284, Parikh Circle, Korba-356261",2026-04-17,38704526.99
36UCUGG4046W7ZA,UCUGG4046W,Jaggi-Narang,Falguni Varma,"80/29, Gala Marg, Pune-950038",2026-03-20,10843571.01
09TUUXS2191W1Z4,TUUXS2191W,Thakkar Ltd,Yasti Shere,"270, Deshpande Marg, Mahbubnagar-363870",2024-04-10,4135242.18
06QWIYO2144M6Z6,QWIYO2144M,Ahluwalia LLC,Warjas Yohannan,"23/92, Choudhary Ganj, Hindupur 468070",2017-06-01,10778710.92
36GZLVK4903C3ZJ,GZLVK4903C,Chadha-Boase,Lucky Nagarajan,"38/563, Kari Ganj, Alappuzha-964423",2023-05-18,4618028.81
19UCSSH0140I9ZM,UCSSH0140I,Chada-Dhar,Diya Dash,"77, Sunder, Bally 837982",2023-09-10,6057754.14
19FQVDH2460H4ZO,FQVDH2460H,"Gara, Kaul and Borah",Leela Boase,"H.No. 65, Ramanathan Path, Kirari Suleman Nagar-075866",2015-03-17,13647013.80
27MLHJA7771D8ZP,MLHJA7771D,"Misra, Dugar and Agrawal",Jasmit Rastogi,"H.No. 28, Rau Circle, Baranagar 209577",2017-03-03,6874023.35
27ILOPH5801Q1ZO,ILOPH5801Q,Maharaj-Patla,Inaya Wali,"H.No. 546, Lad, Uluberia 158045",2016-10-20,710092.73
27CPIOO2175D8Z4,CPIOO2175D,Talwar-Dyal,Anthony Borra,"H.No. 224, Kanda Ganj, Junagadh-112881",2017-09-18,1995221.69
07UPVXB8379E6ZK,UPVXB8379E,Saraf and Sons,Watika Raju,"29/240, Bhalla Zila, Amravati-052172",2023-07-10,18517052.20
24XCOGB4723J1Z4,XCOGB4723J,Golla and Sons,Rudra Patel,"H.No. 66, Sehgal Road, Karawal Nagar 222250",2018-08-10,11626551.23
19LQXPV3933P1ZE,LQXPV3933P,Wagle-Bandi,Akshay Seth,"56/82, Varty Nagar, Mehsana-620880",2016-05-09,4858553.37
33YFHAE9497P9ZG,YFHAE9497P,Sachdeva-Gulati,Nilima Nath,"H.No. 63, Kakar Road, Adoni-584952",2017-03-02,10827015.16
29KYBFH6219O5ZE,KYBFH6219O,"Suresh, Maharaj and Butala",Chakradhar Dixit,"64/98, Agrawal Marg, Giridih-164196",2022-04-23,2342264.14
07MUBCR1590Q2ZD,MUBCR1590Q,Kunda-Bumb,Jyoti Chatterjee,"43/144, Jha Path, Aurangabad 756710",2022-04-22,4436711.68
07HCRNB9139B4ZP,HCRNB9139B,"Dhillon, Merchant and Bera",Indira Puri,"07/70, Bumb Zila, Thrissur-971459",2024-06-23,3054049.41
27EJNER1948V4ZB,EJNER1948V,Deshpande Ltd,Quincy Tella,"237, Krishna Ganj, Ghaziabad 294168",2022-08-26,4462522.21
06WCSBT3786Y8ZK,WCSBT3786Y,"Sawhney, Kala and Chaudhari",Upasna Munshi,"778, Lad Ganj, Saharsa 856227",2022-09-17,3124605.73
09LOVSQ6828E1ZX,LOVSQ6828E,Tailor-Loyal,Hardik Tank,"H.No. 15, Choudhury Marg, Panchkula 569825",2022-04-09,4411968.89
09TAYZE2279X1Z7,TAYZE2279X,Nadkarni and Sons,Jatin Mane,"57/38, Parsa Street, Mahbubnagar-443916",2022-11-29,3118697.16
07QRPZY1803G2ZH,QRPZY1803G,Kadakia PLC,Samesh Varma,"14/139, Lata Nagar, Purnia 459086",2021-11-22,3870321.30
27WVWUH1002U7ZN,WVWUH1002U,Walia-Golla,Samaksh Gola,"149, Naik Circle, Machilipatnam-196148",2022-03-17,3464489.14
09UAURV3740O9Z4,UAURV3740O,Sangha LLC,Avi Bhagat,"558, Parmer Street, Rohtak-222219",2024-03-22,1493007.55
06CXXPI1433H7ZT,CXXPI1433H,Dutta LLC,Watika Sachar,"03/623, Khurana Nagar, New Delhi-796657",2024-04-22,2718350.72
36VJYBT3192K3ZG,VJYBT3192K,Kapadia Ltd,Sneha Thakur,"23/14, Narula Zila, Sonipat-641873",2024-09-01,2956152.34
06PIVDW3748J8ZT,PIVDW3748J,"Dubey, Gera and Mody",Ekta Cherian,"07/12, Mane Nagar, Thanjavur-183862",2024-01-28,2174293.42
07NHZUY6060O5Z4,NHZUY6060O,Setty-Chand,Shaurya Sant,"H.No. 361, Reddy Ganj, Jorhat-553453",2023-08-24,5468821.21
07TKLIK9045I2ZJ,TKLIK9045I,Rattan Group,Shaurya Sant,"110, Handa Circle, Salem-874317",2024-08-08,2855065.55
29DPWOY6467E1ZV,DPWOY6467E,"Sem, Manne and Bhatnagar",Jonathan Dhaliwal,"20, Bath Street, Gorakhpur 303945",2023-01-14,2602997.09
33YETHK5759C7ZW,YETHK5759C,Peri Group,Neel Sarma,"H.No. 218, Keer Marg, Bhilwara-161302",2023-11-04,3133247.81
32IMLSE5517H1ZB,IMLSE5517H,Pandya Inc,Eesha Sathe,"37/52, Pant Path, Udupi-828066",2023-01-29,1810313.73
32IJUSV5003E7ZI,IJUSV5003E,"Goyal, Bassi and Wali",Anya Dani,"73/88, Mannan Marg, Rewa-475375",2022-05-25,1232234.91
36BEPHT0000S2ZM,BEPHT0000S,"Mohan, Sha and Parsa",Jalsa Johal,"45/048, Om Nagar, Alappuzha-698435",2021-10-21,1523010.69
29HNSJS2359P1ZA,HNSJS2359P,Sodhi-Chopra,Vinaya Chaudry,"H.No. 70, Nori Street, Bahraich 625222",2023-05-17,2931141.30
19ODCUE4640B8ZZ,ODCUE4640B,Mand-Bhat,Garima Bansal,"63, Prasad Street, Gorakhpur-786940",2021-05-13,1595460.60
32BIIMM0016N5ZM,BIIMM0016N,Apte-Prabhu,Madhavi Grewal,"H.No. 20, Guha, Jaipur 413337",2024-02-16,3005730.11
33XMQHZ6732E8Z4,XMQHZ6732E,"Nagy, Dara and Bansal",Madhavi Grewal,"71/33, Mukhopadhyay Chowk, Mirzapur 315636",2021-02-19,690641.75
06HELVU6748U6Z8,HELVU6748U,Nath PLC,Krishna Barad,"77, Bhagat Nagar, Surendranagar Dudhrej 992978",2023-06-13,1166108.82
36MVINV2704L6ZF,MVINV2704L,Dutta-Cheema,Ria Chand,"011, Gour Zila, Kolkata 687458",2022-01-18,3674977.41
29TUCVL2460C9ZK,TUCVL2460C,Gara-Chaudhry,Ishaan Prabhu,"655, Mahal, Guwahati 158525",2022-10-21,1486776.48
29QEHBP5157Z6Z5,QEHBP5157Z,"Comar, Nigam and Edwin",Arin Patel,"H.No. 238, Patel Chowk, Rampur-272500",2026-07-08,953002.25
33NGISF2283W2ZB,NGISF2283W,Kanda-Nagi,Brijesh Taneja,"21/22, Thaker Road, Pudukkottai-854882",2026-06-09,1227728.66
24FKAOJ6947C4ZF,FKAOJ6947C,"Subramanian, Choudhry and Desai",Dayamai Mitra,"75/925, Sen Chowk, Allahabad-199098",2025-12-24,5760904.33
36WGNVQ2730W3ZZ,WGNVQ2730W,"Divan, Loke and Boase",Arin Babu,"H.No. 783, Jain Street, Sonipat-255110",2024-01-31,689286.23
09QVIWP3873R2Z7,QVIWP3873R,"Dara, Bedi and Dutta",Arya Mital,"94, Ahluwalia Circle, Baranagar 418799",2024-06-21,394988.67
19VCJYK5835R1ZP,VCJYK5835R,Raja Ltd,Krisha Shah,"H.No. 48, Deol Ganj, Tenali-313757",2024-09-01,3542669.79
19ILQQI2408P3Z6,ILQQI2408P,"Pall, Thaker and Sundaram",Ishanvi Rattan,"H.No. 76, Vohra Street, Khandwa-783335",2024-12-22,1155397.75
06DEAEJ2851Y7ZA,DEAEJ2851Y,"Chandra, Lalla and Majumdar",Jairaj Subramaniam,"93/56, Mittal Nagar, Durgapur 241676",2025-05-12,656802.72
