gstin,pan,name,director_name,registered_address,registered_date,declared_turnover
06ACFZF6989L2ZI,ACFZF6989L,"Ganesh, Chand and Shetty",Ikshita Nagarajan,"078, Hayer Marg, Jalgaon-827696",2016-11-23,6530108.71
32MVYUZ1132F8ZI,MVYUZ1132F,Bandi Ltd,Lakshit Bhandari,"68/293, Panchal Zila, Bettiah-013484",2026-02-05,135728.47
33IIHGT8959U3ZP,IIHGT8959U,Srinivasan-Chawla,Ishwar Raju,"078, Sahota Street, Raipur 584353",2022-08-06,35400000.15
32KBHHX8627B7Z8,KBHHX8627B,Padmanabhan and Sons,Girindra Mandal,"H.No. 05, Ahuja Chowk, Agra-736949",2015-08-01,908510.99
32RKFWT7522F4ZT,RKFWT7522F,Srinivas Group,Kalpit More,"61, Pingle Nagar, Patiala-896772",2018-09-04,19085405.99
19MMHTC7725Z4ZD,MMHTC7725Z,Bal-Thakur,Ayush Dugal,"H.No. 51, Deep, Kalyan-Dombivli 105173",2022-06-29,9097422.95
06DZCYI9438G6Z8,DZCYI9438G,Andra Ltd,Atharv Dada,"H.No. 645, Bajaj Ganj, Katni-026475",2018-03-31,11139258.70
29FVSRD1891B4ZI,FVSRD1891B,"Bhasin, Jha and Sura",Owen Dugar,"70/886, Bajwa Street, Firozabad 749466",2022-09-26,8563019.01
07FFSKF4628R1ZH,FFSKF4628R,Sanghvi and Sons,Ojas Bhagat,"62/878, Mody Ganj, Visakhapatnam-354149",2021-06-21,14632366.76
09VUDEL4094G8ZK,VUDEL4094G,Sunder-Deshpande,Arjun Sridhar,"06, Kale Street, Ozhukarai 492386",2024-08-18,3328650.61
36BJMQW3370Q9Z8,BJMQW3370Q,"Bal, Manda and Ranganathan",Aditya Chakrabarti,"67, Boase Circle, Secunderabad 914630",2015-04-29,2019551.83
07XBDJQ5123S6ZB,XBDJQ5123S,Puri-Chatterjee,Yug Basak,"H.No. 052, Krishnan, Shimla 875294",2023-05-07,20081897.28
29LHROC4710L1ZN,LHROC4710L,"Raja, Sampath and Roy",Ati Barad,"47/046, Sachdev Path, Khandwa-002276",2025-11-02,11675798.08
32UXNPI5880G6ZC,UXNPI5880G,Upadhyay-Manda,Bakhshi Ramaswamy,"58, Bail Circle, Anantapur-594930",2024-12-02,8885095.02
19YFXHX2655R1ZC,YFXHX2655R,Natarajan-Soman,Janya Hora,"14, Goda Marg, Guwahati 238446",2017-07-17,6072590.63
07TOVBZ4826E7Z5,TOVBZ4826E,Dewan Ltd,Hritik Comar,"15/07, Dyal Zila, Navi Mumbai-799511",2022-12-13,3962936.95
19CYPRQ1633Z3ZW,CYPRQ1633Z,Morar-Iyengar,Harinakshi Baral,"H.No. 81, Parikh Zila, Hyderabad 807271",2022-03-21,30418818.32
07EXTIT3702Q9ZH,EXTIT3702Q,"Jain, Hayer and Karpe",Eshana Kulkarni,"831, Dash Nagar, Shivpuri 186746",2020-02-19,16912163.15
27HNPSN9213T1ZU,HNPSN9213T,Dugal-Magar,Meghana Sarin,"22, Rau Path, Ranchi-715636",2026-02-11,5646514.41
09JMIHZ2598E4Z3,JMIHZ2598E,Shroff Ltd,Reva Krishnamurthy,"84/46, Sami Road, Bhagalpur-280449",2020-01-22,19876398.50
27CODVA1043L3ZV,CODVA1043L,Mand-Tella,Laban Bath,"74/55, Mittal Nagar, Nadiad-784599",2019-03-02,1208124.91
33GIYYW5160P7ZT,GIYYW5160P,"Chacko, Khanna and Narang",Rushil Kala,"H.No. 89, Walia Chowk, Jaunpur 142040",2026-02-24,533133.45
29QCWTL8745U8Z5,QCWTL8745U,"Bhardwaj, Sane and Ravel",Watika Ghosh,"H.No. 620, Prashad Ganj, Kozhikode 560870",2021-06-01,1417042.03
09PIYNU2670I8Z6,PIYNU2670I,Chana Group,Hema Kari,"H.No. 254, Kuruvilla Road, Dindigul 651387",2025-06-25,9208971.00
32OOGNS6960B9Z4,OOGNS6960B,Sengupta-Agate,Abdul Rana,"26/91, Singhal Road, South Dumdum 653740",2024-12-09,13257770.78
07MUUKX8442O4Z1,MUUKX8442O,Nadkarni Group,Indrajit Tiwari,"181, Manne Street, Kavali-138723",2026-04-26,1811329.14
29DHEMU4656I1ZB,DHEMU4656I,Vaidya Ltd,Riya Bansal,"94, Pau Circle, Hapur-295205",2022-06-13,2492251.79
07YCTBI9753F9ZX,YCTBI9753F,Bajwa Ltd,Ekalinga Shroff,"789, Dass Chowk, Noida-527214",2021-01-02,25912157.64
29BNXNX6590L4Z4,BNXNX6590L,Grewal-Wadhwa,Champak Pai,"H.No. 59, Basu Marg, Kolkata 043097",2020-09-10,132550.03
07ROAJG5794T2ZM,ROAJG5794T,"Mall, Dani and Dar",Hamsini Pant,"966, Guha Road, Bellary 416151",2019-09-10,4948933.68
33YSMVQ1210B7ZP,YSMVQ1210B,"Kale, Banik and Varughese",Alexander Tripathi,"82/489, Bhatnagar Ganj, Loni-759836",2025-09-07,11538268.51
19NBCUY1635Q1ZY,NBCUY1635Q,"Bal, Keer and Pant",Qushi Madan,"19/89, Yogi Path, Patna-677080",2018-10-01,12390159.47
29DAPUV3785O1ZT,DAPUV3785O,Choudhury Ltd,Yug Jain,"50, Khanna Marg, Bijapur 485614",2017-10-20,45469549.81
24UFCOR5556M3ZC,UFCOR5556M,Sridhar LLC,Raghav Srinivasan,"01/345, Wagle Road, Bathinda-784446",2019-09-08,436402.84
27WYSYK2068F6ZE,WYSYK2068F,"Sachdev, Sandal and Sarma",Ishita Thakkar,"H.No. 67, Kunda Circle, Mumbai 195476",2019-03-18,24138.24
06IPDSU6198M9Z3,IPDSU6198M,"Comar, Varty and Ramesh",Hemani Sarkar,"H.No. 73, Basu Road, Shahjahanpur-882013",2019-08-27,16663313.62
36PKRJH5315G3Z6,PKRJH5315G,Bir LLC,Finn Luthra,"57, Butala Ganj, Anand-930678",2024-09-14,1463206.20
32XJBKP3694S3ZD,XJBKP3694S,Gopal and Sons,Aayush Rajagopalan,"59, Srinivasan Path, Nanded 640715",2025-10-16,15855320.13
27LBHKX8967O1ZW,LBHKX8967O,"Zachariah, Pandey and Radhakrishnan",Imaran Rao,"03/740, Padmanabhan Road, Nangloi Jat-087684",2023-08-25,32025067.51
09YBTXK1051X1ZJ,YBTXK1051X,Dewan-Bose,Gaurangi Bera,"06, Garg Zila, Arrah 044879",2022-09-23,4166869.42
06IMIBE6475V3ZD,IMIBE6475V,"Sarna, Dada and Chhabra",Chakradhar Saxena,"55, Bala Circle, Korba 377731",2017-10-14,8339545.41
36UDXPB8862A5ZV,UDXPB8862A,Handa-Ganguly,Maanav Chahal,"599, Kadakia Marg, Vadodara 373301",2022-06-09,8692437.80
36BOIWM2878G4Z2,BOIWM2878G,"Basak, Nori and Ramanathan",Ucchal Dhillon,"71/855, Dubey, Mirzapur 765224",2022-05-19,561374.43
33WVEQQ4071D4Z8,WVEQQ4071D,Loyal-Kashyap,Ekalinga Dave,"01/006, Dayal Street, Sonipat 890146",2016-04-23,7398870.75
09MXATJ6301J2ZV,MXATJ6301J,Parekh LLC,Qushi Char,"88, Mane Ganj, Sambhal 496290",2016-04-18,4636644.42
24IMGUA4613H1ZX,IMGUA4613H,"Kalla, Wali and Patil",Rushil Divan,"197, Verma Marg, Kulti-509054",2024-09-03,36005352.04
36BQPVX5294U5ZQ,BQPVX5294U,Morar-Dixit,Arin Jaggi,"H.No. 617, Pillai Chowk, Ghaziabad 613879",2014-10-15,1455578.26
24YNWVK6564A6ZU,YNWVK6564A,Wadhwa-Bhatnagar,Ekaraj Warrior,"H.No. 858, Kota Road, Bahraich 072915",2026-03-21,5301348.34
07FHMKQ8075E7ZD,FHMKQ8075E,"Sarin, Soman and Gade",Libni Mitter,"H.No. 580, Narasimhan Marg, Kanpur 918294",2018-03-25,2250681.20
36ZBMCI6231G7ZH,ZBMCI6231G,Chokshi Ltd,Veda Sibal,"15/173, Kar Circle, Singrauli 662918",2022-11-22,15362850.69
06XHYSC5071W6ZD,XHYSC5071W,Prakash-Sura,Utkarsh Dhaliwal,"281, Patil Nagar, Gangtok-616229",2017-11-28,14695998.58
06SZKBI9358D9Z0,SZKBI9358D,Gara-Pai,Avni Devan,"17/819, Sankaran Chowk, Sonipat-103153",2021-02-24,12401861.97
27HQXZR7594V1ZD,HQXZR7594V,Shere-Saini,Utkarsh Kala,"H.No. 830, Patel Street, Tinsukia 206783",2022-12-14,25996.51
09VWCRM7464E4ZR,VWCRM7464E,"Chanda, Krish and Seth",Gavin Natarajan,"042, Chad Zila, Mau 939187",2020-06-13,5994263.55
29WMPDX5636E9ZG,WMPDX5636E,Sachar LLC,Girik Dar,"01/05, Dutta, Orai-032403",2024-11-02,929808.25
19FJCLX7866Q7ZP,FJCLX7866Q,Behl-Swaminathan,Diya Sankaran,"66/840, Chopra Street, Rajahmundry-486421",2025-10-23,131791.20
06YTMXA2257X1ZM,YTMXA2257X,Magar Ltd,Charles Sawhney,"81/43, Boase Marg, Chennai-762247",2026-05-17,216303.31
24AVXXZ3243P5ZQ,AVXXZ3243P,Panchal PLC,Vedant Nath,"H.No. 898, Natarajan Nagar, Cuttack-913876",2026-04-06,1712763.72
36GZMHW0152J3ZI,GZMHW0152J,"Din, Sankaran and Mammen",Daksh Buch,"35/706, Cheema Nagar, Naihati 617502",2025-11-19,631242.44
27JBMUU9826S7ZN,JBMUU9826S,"Sahni, Parmer and Ram",Bachittar Bose,"40/11, Pall Zila, Phusro 771675",2025-12-04,898439.66
09GVXHG3909Y3Z1,GVXHG3909Y,"Batta, Tripathi and Ganesan",Gautami Bail,"59/46, Chopra Street, Naihati 241464",2026-02-22,515001.09
36VLISZ5375Y7ZO,VLISZ5375Y,"Nagarajan, Mani and Dhar",Warhi Behl,"68/03, Ahuja Nagar, Naihati 260095",2025-01-21,866828.81
06FGAXH0240R6ZN,FGAXH0240R,Banik Inc,Urmi Soman,"H.No. 048, Bhavsar Nagar, Ranchi 985059",2025-07-07,441666.87
32EFRSW6655Y6ZP,EFRSW6655Y,Narula and Sons,Faris Karpe,"227, Din Chowk, Pallavaram 773494",2024-10-03,2882336.18
07GKQVG7077Q4ZU,GKQVG7077Q,Bava and Sons,Brinda Dora,"30/513, Dani Nagar, Sirsa-641171",2025-05-16,3180743.77
